,date,state,fips,cases,deaths,month
4751,2020-05-28,Delaware,10,9171,345,5
4750,2020-05-28,Connecticut,9,41559,3826,5
4749,2020-05-28,Colorado,8,25116,1422,5
4748,2020-05-28,California,6,104071,4042,5
4747,2020-05-28,Arkansas,5,6538,125,5
4746,2020-05-28,Arizona,4,17763,857,5
4745,2020-05-28,Alaska,2,430,8,5
4744,2020-05-28,Alabama,1,16530,591,5
4743,2020-05-27,Wyoming,56,860,14,5
4742,2020-05-27,Wisconsin,55,16565,539,5
4741,2020-05-27,West Virginia,54,1899,74,5
4740,2020-05-27,Washington,53,21825,1106,5
4739,2020-05-27,Virginia,51,40249,1281,5
4738,2020-05-27,Virgin Islands,78,69,6,5
4755,2020-05-28,Guam,66,1141,6,5
4757,2020-05-28,Idaho,16,2770,82,5
4776,2020-05-28,New Mexico,35,7364,335,5
4758,2020-05-28,Illinois,17,116128,5225,5
4775,2020-05-28,New Jersey,34,157815,11401,5
4774,2020-05-28,New Hampshire,33,4389,232,5
4773,2020-05-28,Nevada,32,8247,410,5
4772,2020-05-28,Nebraska,31,13260,170,5
4771,2020-05-28,Montana,30,485,17,5
4770,2020-05-28,Missouri,29,12815,715,5
4769,2020-05-28,Mississippi,28,14372,693,5
4768,2020-05-28,Minnesota,27,22957,977,5
4767,2020-05-28,Michigan,26,55944,5372,5
4766,2020-05-28,Massachusetts,25,94895,6640,5
4765,2020-05-28,Maryland,24,50334,2428,5
4764,2020-05-28,Maine,23,2189,84,5
4763,2020-05-28,Louisiana,22,38907,2740,5
4762,2020-05-28,Kentucky,21,9510,424,5
4761,2020-05-28,Kansas,20,9513,209,5
4760,2020-05-28,Iowa,19,18672,510,5
4759,2020-05-28,Indiana,18,33885,2068,5
4819,2020-05-29,Maine,23,2226,85,5
4821,2020-05-29,Massachusetts,25,95512,6718,5
6857,2020-05-07,Michigan,26,73027,6222,5
6887,2020-05-07,Wisconsin,55,34750,804,5
6879,2020-05-07,Tennessee,47,50365,639,5
6880,2020-05-07,Texas,48,200137,2666,5
6881,2020-05-07,Utah,49,25005,184,5
6882,2020-05-07,Vermont,50,1249,56,5
6883,2020-05-07,Virgin Islands,78,112,6,5
6884,2020-05-07,Virginia,51,65748,1853,5
6885,2020-05-07,Washington,53,37468,1360,5
6886,2020-05-07,West Virginia,54,3335,95,5
6888,2020-05-07,Wyoming,56,1634,20,5
4822,2020-05-29,Michigan,26,56589,5406,5
4872,2020-05-30,Kentucky,21,9887,441,5
4871,2020-05-30,Kansas,20,9847,209,5
4870,2020-05-30,Iowa,19,19336,531,5
4869,2020-05-30,Indiana,18,35064,2125,5
4868,2020-05-30,Illinois,17,119290,5368,5
4867,2020-05-30,Idaho,16,2840,82,5
4866,2020-05-30,Hawaii,15,641,17,5
4865,2020-05-30,Guam,66,1141,6,5
6878,2020-05-07,South Dakota,46,7063,97,5
6877,2020-05-07,South Carolina,45,44847,820,5
6876,2020-05-07,Rhode Island,44,16991,960,5
6875,2020-05-07,Puerto Rico,72,7916,155,5
6858,2020-05-07,Minnesota,27,38173,1508,5
6859,2020-05-07,Mississippi,28,30900,1111,5
6860,2020-05-07,Missouri,29,24334,1062,5
6861,2020-05-07,Montana,30,1212,23,5
6862,2020-05-07,Nebraska,31,19937,285,5
6863,2020-05-07,Nevada,32,22518,537,5
6864,2020-05-07,New Hampshire,33,5897,381,5
6865,2020-05-07,New Jersey,34,175258,15211,5
6866,2020-05-07,New Mexico,35,13256,513,5
6867,2020-05-07,New York,36,401822,31895,5
6868,2020-05-07,North Carolina,37,73094,1414,5
6869,2020-05-07,North Dakota,38,3825,89,5
6870,2020-05-07,Northern Mariana Islands,69,31,2,5
6871,2020-05-07,Ohio,39,57151,2911,5
6872,2020-05-07,Oklahoma,40,15928,398,5
6873,2020-05-07,Oregon,41,10237,218,5
6874,2020-05-07,Pennsylvania,42,94403,6797,5
4864,2020-05-30,Georgia,13,44336,1973,5
4863,2020-05-30,Florida,12,55416,2446,5
4862,2020-05-30,District of Columbia,11,8717,462,5
4841,2020-05-29,Rhode Island,44,14635,693,5
4839,2020-05-29,Pennsylvania,42,75073,5467,5
4838,2020-05-29,Oregon,41,4133,151,5
4837,2020-05-29,Oklahoma,40,6338,329,5
4836,2020-05-29,Ohio,39,34566,2131,5
4835,2020-05-29,Northern Mariana Islands,69,22,2,5
4834,2020-05-29,North Dakota,38,2523,62,5
4833,2020-05-29,North Carolina,37,26735,888,5
4832,2020-05-29,New York,36,373108,29535,5
4831,2020-05-29,New Mexico,35,7493,344,5
4830,2020-05-29,New Jersey,34,158844,11531,5
4829,2020-05-29,New Hampshire,33,4492,238,5
4828,2020-05-29,Nevada,32,8375,415,5
4827,2020-05-29,Nebraska,31,13654,177,5
4826,2020-05-29,Montana,30,493,17,5
4825,2020-05-29,Missouri,29,12949,740,5
4824,2020-05-29,Mississippi,28,14790,710,5
4823,2020-05-29,Minnesota,27,23541,1006,5
4840,2020-05-29,Puerto Rico,72,3647,132,5
4842,2020-05-29,South Carolina,45,11131,483,5
4861,2020-05-30,Delaware,10,9422,361,5
4843,2020-05-29,South Dakota,46,4866,59,5
4860,2020-05-30,Connecticut,9,42022,3912,5
4859,2020-05-30,Colorado,8,26084,1443,5
4858,2020-05-30,California,6,110100,4214,5
4857,2020-05-30,Arkansas,5,7013,133,5
4856,2020-05-30,Arizona,4,19255,903,5
4855,2020-05-30,Alaska,2,441,8,5
4854,2020-05-30,Alabama,1,17359,618,5
4853,2020-05-29,Wyoming,56,891,15,5
4852,2020-05-29,Wisconsin,55,17784,569,5
4851,2020-05-29,West Virginia,54,1972,74,5
4850,2020-05-29,Washington,53,22377,1120,5
4849,2020-05-29,Virginia,51,42533,1358,5
4848,2020-05-29,Virgin Islands,78,69,6,5
4847,2020-05-29,Vermont,50,975,55,5
4846,2020-05-29,Utah,49,9282,107,5
4845,2020-05-29,Texas,48,62073,1645,5
4844,2020-05-29,Tennessee,47,22199,356,5
4397,2020-05-21,Oklahoma,40,5680,304,5
4077,2020-05-15,Vermont,50,933,53,5
4395,2020-05-21,Northern Mariana Islands,69,22,2,5
3982,2020-05-14,District of Columbia,11,6736,358,5
3989,2020-05-14,Indiana,18,26627,1646,5
3988,2020-05-14,Illinois,17,88081,3945,5
3987,2020-05-14,Idaho,16,2352,72,5
3986,2020-05-14,Hawaii,15,627,17,5
3985,2020-05-14,Guam,66,1121,6,5
3984,2020-05-14,Georgia,13,34422,1521,5
3983,2020-05-14,Florida,12,43202,1874,5
3981,2020-05-14,Delaware,10,7223,260,5
4010,2020-05-14,Northern Mariana Islands,69,19,2,5
3980,2020-05-14,Connecticut,9,35464,3219,5
3979,2020-05-14,Colorado,8,20813,1091,5
3978,2020-05-14,California,6,74947,3039,5
3977,2020-05-14,Arkansas,5,4366,98,5
3976,2020-05-14,Arizona,4,12674,624,5
3975,2020-05-14,Alaska,2,387,8,5
3974,2020-05-14,Alabama,1,11101,473,5
3990,2020-05-14,Iowa,19,13675,318,5
3991,2020-05-14,Kansas,20,7668,181,5
3992,2020-05-14,Kentucky,21,7397,341,5
3993,2020-05-14,Louisiana,22,33555,2417,5
4008,2020-05-14,North Carolina,37,16593,632,5
4007,2020-05-14,New York,36,348192,27617,5
4006,2020-05-14,New Mexico,35,5503,242,5
4005,2020-05-14,New Jersey,34,142704,9946,5
4004,2020-05-14,New Hampshire,33,3382,151,5
4003,2020-05-14,Nevada,32,6604,339,5
4002,2020-05-14,Nebraska,31,9411,117,5
4001,2020-05-14,Montana,30,462,16,5
4000,2020-05-14,Missouri,29,10490,564,5
3999,2020-05-14,Mississippi,28,10483,480,5
3998,2020-05-14,Minnesota,27,13443,672,5
3997,2020-05-14,Michigan,26,49489,4787,5
3996,2020-05-14,Massachusetts,25,82182,5482,5
3995,2020-05-14,Maryland,24,36021,1866,5
3994,2020-05-14,Maine,23,1565,69,5
3973,2020-05-13,Wyoming,56,688,7,5
3972,2020-05-13,Wisconsin,55,10903,421,5
3971,2020-05-13,West Virginia,54,1405,59,5
3952,2020-05-13,New York,36,345828,27448,5
3950,2020-05-13,New Jersey,34,141560,9702,5
3949,2020-05-13,New Hampshire,33,3299,150,5
3948,2020-05-13,Nevada,32,6482,331,5
3947,2020-05-13,Nebraska,31,9072,106,5
3946,2020-05-13,Montana,30,462,16,5
3945,2020-05-13,Missouri,29,10369,548,5
3944,2020-05-13,Mississippi,28,10090,465,5
3943,2020-05-13,Minnesota,27,12916,638,5
3942,2020-05-13,Michigan,26,48307,4714,5
3941,2020-05-13,Massachusetts,25,80497,5315,5
3940,2020-05-13,Maryland,24,34927,1809,5
3939,2020-05-13,Maine,23,1515,66,5
3938,2020-05-13,Louisiana,22,32728,2381,5
3937,2020-05-13,Kentucky,21,7102,334,5
3936,2020-05-13,Kansas,20,7552,179,5
3951,2020-05-13,New Mexico,35,5364,231,5
3953,2020-05-13,North Carolina,37,15850,615,5
3970,2020-05-13,Washington,53,18492,977,5
3954,2020-05-13,North Dakota,38,1647,40,5
3969,2020-05-13,Virginia,51,26746,927,5
3968,2020-05-13,Virgin Islands,78,69,6,5
3967,2020-05-13,Vermont,50,929,53,5
3966,2020-05-13,Utah,49,6624,76,5
3965,2020-05-13,Texas,48,43822,1205,5
3964,2020-05-13,Tennessee,47,16261,271,5
3963,2020-05-13,South Dakota,46,3732,39,5
3962,2020-05-13,South Carolina,45,8030,362,5
3961,2020-05-13,Rhode Island,44,11835,462,5
3960,2020-05-13,Puerto Rico,72,2329,115,5
3959,2020-05-13,Pennsylvania,42,62194,4104,5
3958,2020-05-13,Oregon,41,3416,134,5
3957,2020-05-13,Oklahoma,40,4852,278,5
3956,2020-05-13,Ohio,39,25727,1483,5
3955,2020-05-13,Northern Mariana Islands,69,19,2,5
4009,2020-05-14,North Dakota,38,1712,40,5
4011,2020-05-14,Ohio,39,26363,1534,5
3934,2020-05-13,Indiana,18,26044,1619,5
4059,2020-05-15,New Hampshire,33,3464,159,5
4066,2020-05-15,Ohio,39,26956,1581,5
4065,2020-05-15,Northern Mariana Islands,69,19,2,5
4064,2020-05-15,North Dakota,38,1761,42,5
4063,2020-05-15,North Carolina,37,17190,660,5
4062,2020-05-15,New York,36,350951,27755,5
4061,2020-05-15,New Mexico,35,5662,253,5
4060,2020-05-15,New Jersey,34,143905,10138,5
4058,2020-05-15,Nevada,32,6733,345,5
4012,2020-05-14,Oklahoma,40,4962,284,5
4057,2020-05-15,Nebraska,31,9766,122,5
4056,2020-05-15,Montana,30,466,16,5
4055,2020-05-15,Missouri,29,10567,579,5
4054,2020-05-15,Mississippi,28,10801,493,5
4053,2020-05-15,Minnesota,27,14240,692,5
4052,2020-05-15,Michigan,26,49982,4825,5
4051,2020-05-15,Massachusetts,25,83421,5592,5
4067,2020-05-15,Oklahoma,40,5086,285,5
4068,2020-05-15,Oregon,41,3541,137,5
4069,2020-05-15,Pennsylvania,42,64178,4432,5
4070,2020-05-15,Puerto Rico,72,2542,122,5
4086,2020-05-16,Arizona,4,13631,679,5
4085,2020-05-16,Alaska,2,392,8,5
4084,2020-05-16,Alabama,1,11674,485,5
4083,2020-05-15,Wyoming,56,716,7,5
4082,2020-05-15,Wisconsin,55,11854,445,5
4081,2020-05-15,West Virginia,54,1448,64,5
4080,2020-05-15,Washington,53,19131,1008,5
4079,2020-05-15,Virginia,51,28672,977,5
4078,2020-05-15,Virgin Islands,78,69,6,5
4076,2020-05-15,Utah,49,6930,77,5
4075,2020-05-15,Texas,48,46987,1300,5
4074,2020-05-15,Tennessee,47,16917,288,5
4073,2020-05-15,South Dakota,46,3887,44,5
4072,2020-05-15,South Carolina,45,8407,380,5
4071,2020-05-15,Rhode Island,44,12219,479,5
4050,2020-05-15,Maryland,24,37105,1911,5
4049,2020-05-15,Maine,23,1603,69,5
4048,2020-05-15,Louisiana,22,33903,2448,5
4029,2020-05-15,Alabama,1,11373,483,5
4027,2020-05-14,Wisconsin,55,11280,434,5
4026,2020-05-14,West Virginia,54,1435,62,5
4025,2020-05-14,Washington,53,18861,991,5
4024,2020-05-14,Virginia,51,27813,955,5
4023,2020-05-14,Virgin Islands,78,69,6,5
4022,2020-05-14,Vermont,50,932,53,5
4021,2020-05-14,Utah,49,6760,76,5
4020,2020-05-14,Texas,48,45169,1256,5
4019,2020-05-14,Tennessee,47,16588,284,5
4018,2020-05-14,South Dakota,46,3792,43,5
4017,2020-05-14,South Carolina,45,8189,371,5
4016,2020-05-14,Rhode Island,44,12016,468,5
4015,2020-05-14,Puerto Rico,72,2427,117,5
4014,2020-05-14,Pennsylvania,42,63158,4298,5
4013,2020-05-14,Oregon,41,3479,137,5
4028,2020-05-14,Wyoming,56,701,7,5
4030,2020-05-15,Alaska,2,388,8,5
4047,2020-05-15,Kentucky,21,7578,343,5
4031,2020-05-15,Arizona,4,13169,651,5
4046,2020-05-15,Kansas,20,8006,187,5
4045,2020-05-15,Iowa,19,14049,336,5
4044,2020-05-15,Indiana,18,27281,1691,5
4043,2020-05-15,Illinois,17,90528,4075,5
4042,2020-05-15,Idaho,16,2389,73,5
4041,2020-05-15,Hawaii,15,628,17,5
4040,2020-05-15,Guam,66,1123,6,5
4039,2020-05-15,Georgia,13,35242,1563,5
4038,2020-05-15,Florida,12,44130,1916,5
4037,2020-05-15,District of Columbia,11,6871,368,5
4036,2020-05-15,Delaware,10,7373,271,5
4035,2020-05-15,Connecticut,9,36085,3285,5
4034,2020-05-15,Colorado,8,21207,1150,5
4033,2020-05-15,California,6,77015,3192,5
4032,2020-05-15,Arkansas,5,4463,98,5
3935,2020-05-13,Iowa,19,13289,306,5
3933,2020-05-13,Illinois,17,84874,3815,5
4088,2020-05-16,California,6,78933,3254,5
1838,2020-05-04,Florida,12,12342,220,5
1831,2020-05-04,Arizona,4,2269,64,5
1832,2020-05-04,Arkansas,5,853,16,5
1833,2020-05-04,California,6,15202,351,5
1834,2020-05-04,Colorado,8,4950,140,5
1835,2020-05-04,Connecticut,9,5675,189,5
1836,2020-05-04,Delaware,10,673,14,5
1837,2020-05-04,District of Columbia,11,998,22,5
1839,2020-05-04,Georgia,13,6742,219,5
303,2020-05-03,Colorado,8,2,0,5
1840,2020-05-04,Guam,66,265,4,5
1841,2020-05-04,Hawaii,15,369,4,5
1842,2020-05-04,Idaho,16,1100,10,5
1843,2020-05-04,Illinois,17,11276,283,5
1844,2020-05-04,Indiana,18,4437,151,5
1845,2020-05-04,Iowa,19,868,22,5
1846,2020-05-04,Kansas,20,769,23,5
1830,2020-05-04,Alaska,2,183,4,5
1829,2020-05-04,Alabama,1,1840,45,5
321,2020-05-03,Wisconsin,55,1,0,5
320,2020-05-03,Washington,53,75,11,5
305,2020-05-03,Georgia,13,2,0,5
306,2020-05-03,Illinois,17,5,0,5
307,2020-05-03,Maryland,24,3,0,5
308,2020-05-03,Massachusetts,25,3,0,5
309,2020-05-03,Nebraska,31,13,0,5
310,2020-05-03,Nevada,32,2,0,5
311,2020-05-03,New Hampshire,33,2,0,5
312,2020-05-03,New Jersey,34,2,0,5
313,2020-05-03,New York,36,22,0,5
314,2020-05-03,North Carolina,37,1,0,5
315,2020-05-03,Oregon,41,2,0,5
316,2020-05-03,Rhode Island,44,2,0,5
317,2020-05-03,Tennessee,47,1,0,5
318,2020-05-03,Texas,48,16,0,5
319,2020-05-03,Utah,49,1,0,5
1847,2020-05-04,Kentucky,21,1048,44,5
1848,2020-05-04,Louisiana,22,13014,477,5
1849,2020-05-04,Maine,23,470,10,5
1868,2020-05-04,Oregon,41,1068,27,5
1870,2020-05-04,Puerto Rico,72,475,20,5
1871,2020-05-04,Rhode Island,44,922,25,5
1872,2020-05-04,South Carolina,45,2049,44,5
1873,2020-05-04,South Dakota,46,240,2,5
1874,2020-05-04,Tennessee,47,3538,50,5
1875,2020-05-04,Texas,48,7117,136,5
1876,2020-05-04,Utah,49,1618,8,5
1877,2020-05-04,Vermont,50,512,22,5
1878,2020-05-04,Virgin Islands,78,42,0,5
1879,2020-05-04,Virginia,51,2636,52,5
1880,2020-05-04,Washington,53,7985,344,5
1881,2020-05-04,West Virginia,54,325,3,5
1882,2020-05-04,Wisconsin,55,2267,73,5
1883,2020-05-04,Wyoming,56,200,0,5
4394,2020-05-21,North Dakota,38,2229,51,5
1869,2020-05-04,Pennsylvania,42,11590,159,5
1867,2020-05-04,Oklahoma,40,1251,46,5
1850,2020-05-04,Maryland,24,3609,68,5
1866,2020-05-04,Ohio,39,4043,119,5
1851,2020-05-04,Massachusetts,25,12500,231,5
1852,2020-05-04,Michigan,26,15633,617,5
1853,2020-05-04,Minnesota,27,935,29,5
1854,2020-05-04,Mississippi,28,1638,43,5
1855,2020-05-04,Missouri,29,2367,52,5
1856,2020-05-04,Montana,30,298,6,5
1857,2020-05-04,Nebraska,31,377,8,5
1858,2020-05-04,Nevada,32,1880,46,5
1859,2020-05-04,New Hampshire,33,669,9,5
1860,2020-05-04,New Jersey,34,37505,917,5
1861,2020-05-04,New Mexico,35,624,12,5
1862,2020-05-04,New York,36,124085,5335,5
1863,2020-05-04,North Carolina,37,2585,37,5
1864,2020-05-04,North Dakota,38,207,3,5
1865,2020-05-04,Northern Mariana Islands,69,8,1,5
304,2020-05-03,Florida,12,4,0,5
302,2020-05-03,California,6,67,1,5
3932,2020-05-13,Idaho,16,2325,69,5
3520,2020-05-05,Puerto Rico,72,1924,99,5
3527,2020-05-05,Vermont,50,907,52,5
3526,2020-05-05,Utah,49,5449,56,5
3525,2020-05-05,Texas,48,34286,955,5
3524,2020-05-05,Tennessee,47,13555,225,5
3523,2020-05-05,South Dakota,46,2720,24,5
3522,2020-05-05,South Carolina,45,6841,296,5
3521,2020-05-05,Rhode Island,44,9933,355,5
3518,2020-05-05,Oregon,41,2839,113,5
301,2020-05-03,Arizona,4,2,0,5
3517,2020-05-05,Oklahoma,40,4127,247,5
3516,2020-05-05,Ohio,39,20969,1135,5
3515,2020-05-05,Northern Mariana Islands,69,14,2,5
3514,2020-05-05,North Dakota,38,1266,25,5
3513,2020-05-05,North Carolina,37,12283,477,5
3512,2020-05-05,New York,36,326659,25028,5
3511,2020-05-05,New Mexico,35,4137,162,5
3528,2020-05-05,Virgin Islands,78,66,4,5
3529,2020-05-05,Virginia,51,20256,713,5
3530,2020-05-05,Washington,53,16234,863,5
3531,2020-05-05,West Virginia,54,1243,50,5
3931,2020-05-13,Hawaii,15,627,17,5
3930,2020-05-13,Guam,66,1121,6,5
3929,2020-05-13,Georgia,13,33866,1494,5
3928,2020-05-13,Florida,12,42394,1826,5
3927,2020-05-13,District of Columbia,11,6584,350,5
3926,2020-05-13,Delaware,10,6952,247,5
3925,2020-05-13,Connecticut,9,34855,3125,5
3924,2020-05-13,Colorado,8,20442,1062,5
3923,2020-05-13,California,6,73218,3014,5
3922,2020-05-13,Arkansas,5,4236,97,5
3921,2020-05-13,Arizona,4,12176,594,5
3920,2020-05-13,Alaska,2,383,8,5
3919,2020-05-13,Alabama,1,10700,450,5
3533,2020-05-05,Wyoming,56,604,7,5
3532,2020-05-05,Wisconsin,55,8566,353,5
3510,2020-05-05,New Jersey,34,130593,8244,5
3509,2020-05-05,New Hampshire,33,2636,92,5
3508,2020-05-05,Nevada,32,5665,276,5
3489,2020-05-05,Georgia,13,28876,1277,5
3487,2020-05-05,District of Columbia,11,5322,264,5
3486,2020-05-05,Delaware,10,5371,187,5
3485,2020-05-05,Connecticut,9,30621,2633,5
3484,2020-05-05,Colorado,8,17256,901,5
3483,2020-05-05,California,6,58848,2386,5
3482,2020-05-05,Arkansas,5,3525,83,5
3481,2020-05-05,Arizona,4,9305,395,5
3480,2020-05-05,Alaska,2,369,7,5
3479,2020-05-05,Alabama,1,8437,315,5
52,2020-05-02,Arizona,4,1,0,5
53,2020-05-02,California,6,6,0,5
54,2020-05-02,Illinois,17,2,0,5
55,2020-05-02,Massachusetts,25,1,0,5
56,2020-05-02,Washington,53,1,0,5
57,2020-05-02,Wisconsin,55,1,0,5
3488,2020-05-05,Florida,12,37431,1470,5
3490,2020-05-05,Guam,66,1118,6,5
3507,2020-05-05,Nebraska,31,6442,81,5
3491,2020-05-05,Hawaii,15,615,17,5
3506,2020-05-05,Montana,30,456,16,5
3505,2020-05-05,Missouri,29,8919,408,5
3504,2020-05-05,Mississippi,28,8207,342,5
3503,2020-05-05,Minnesota,27,7851,455,5
3502,2020-05-05,Michigan,26,44391,4179,5
3501,2020-05-05,Massachusetts,25,70271,4212,5
3500,2020-05-05,Maryland,24,27217,1390,5
3499,2020-05-05,Maine,23,1226,61,5
3498,2020-05-05,Louisiana,22,30069,2115,5
3497,2020-05-05,Kentucky,21,5822,278,5
3496,2020-05-05,Kansas,20,5627,160,5
3495,2020-05-05,Iowa,19,10111,207,5
3494,2020-05-05,Indiana,18,21423,1326,5
3493,2020-05-05,Illinois,17,65889,2843,5
3492,2020-05-05,Idaho,16,2127,66,5
4087,2020-05-16,Arkansas,5,4578,98,5
3519,2020-05-05,Pennsylvania,42,53967,3206,5
4089,2020-05-16,Colorado,8,21604,1192,5
4291,2020-05-19,Rhode Island,44,12951,532,5
4298,2020-05-19,Virgin Islands,78,69,6,5
4297,2020-05-19,Vermont,50,944,54,5
4296,2020-05-19,Utah,49,7530,88,5
4295,2020-05-19,Texas,48,51080,1405,5
4294,2020-05-19,Tennessee,47,18301,301,5
4293,2020-05-19,South Dakota,46,4085,46,5
4292,2020-05-19,South Carolina,45,9056,399,5
4290,2020-05-19,Puerto Rico,72,2805,124,5
4319,2020-05-20,Indiana,18,29986,1864,5
4289,2020-05-19,Pennsylvania,42,67404,4675,5
4288,2020-05-19,Oregon,41,3726,140,5
4287,2020-05-19,Oklahoma,40,5489,294,5
4286,2020-05-19,Ohio,39,28953,1720,5
4285,2020-05-19,Northern Mariana Islands,69,21,2,5
4284,2020-05-19,North Dakota,38,1994,45,5
4283,2020-05-19,North Carolina,37,19762,711,5
4299,2020-05-19,Virginia,51,32145,1041,5
4300,2020-05-19,Washington,53,19988,1042,5
4301,2020-05-19,West Virginia,54,1514,68,5
4302,2020-05-19,Wisconsin,55,13001,467,5
4317,2020-05-20,Idaho,16,2506,77,5
4316,2020-05-20,Hawaii,15,633,17,5
4315,2020-05-20,Guam,66,1134,6,5
4314,2020-05-20,Georgia,13,38162,1672,5
4313,2020-05-20,Florida,12,47463,2095,5
4312,2020-05-20,District of Columbia,11,7551,407,5
4311,2020-05-20,Delaware,10,8194,310,5
4310,2020-05-20,Connecticut,9,39017,3529,5
4309,2020-05-20,Colorado,8,22769,1299,5
4308,2020-05-20,California,6,86125,3514,5
4307,2020-05-20,Arkansas,5,5003,107,5
4306,2020-05-20,Arizona,4,14897,747,5
4305,2020-05-20,Alaska,2,402,8,5
4304,2020-05-20,Alabama,1,13052,522,5
4303,2020-05-19,Wyoming,56,776,10,5
4282,2020-05-19,New York,36,357757,28437,5
4281,2020-05-19,New Mexico,35,6192,276,5
4280,2020-05-19,New Jersey,34,149013,10586,5
4260,2020-05-19,Guam,66,1123,6,5
4258,2020-05-19,Florida,12,46936,2051,5
4257,2020-05-19,District of Columbia,11,7434,400,5
4256,2020-05-19,Delaware,10,8037,304,5
4255,2020-05-19,Connecticut,9,38430,3472,5
4254,2020-05-19,Colorado,8,22454,1257,5
4253,2020-05-19,California,6,83981,3422,5
4252,2020-05-19,Arkansas,5,4923,102,5
4251,2020-05-19,Arizona,4,14566,704,5
4250,2020-05-19,Alaska,2,399,8,5
4249,2020-05-19,Alabama,1,12376,504,5
4248,2020-05-18,Wyoming,56,766,10,5
4247,2020-05-18,Wisconsin,55,12722,459,5
4246,2020-05-18,West Virginia,54,1502,68,5
4245,2020-05-18,Washington,53,19756,1020,5
4244,2020-05-18,Virginia,51,31140,1014,5
4259,2020-05-19,Georgia,13,37214,1650,5
4261,2020-05-19,Hawaii,15,631,17,5
4279,2020-05-19,New Hampshire,33,3721,182,5
4262,2020-05-19,Idaho,16,2476,77,5
4278,2020-05-19,Nevada,32,7169,373,5
4277,2020-05-19,Nebraska,31,10846,136,5
4276,2020-05-19,Montana,30,471,16,5
4275,2020-05-19,Missouri,29,11369,631,5
4274,2020-05-19,Mississippi,28,11704,554,5
4273,2020-05-19,Minnesota,27,17038,757,5
4272,2020-05-19,Michigan,26,52337,5017,5
4270,2020-05-19,Maryland,24,41664,2081,5
4269,2020-05-19,Maine,23,1741,73,5
4268,2020-05-19,Louisiana,22,35161,2581,5
4267,2020-05-19,Kentucky,21,8205,369,5
4266,2020-05-19,Kansas,20,8488,193,5
4265,2020-05-19,Iowa,19,15296,367,5
4264,2020-05-19,Indiana,18,29402,1824,5
4263,2020-05-19,Illinois,17,98298,4399,5
4318,2020-05-20,Illinois,17,100713,4547,5
4320,2020-05-20,Iowa,19,15868,400,5
4242,2020-05-18,Vermont,50,940,54,5
4363,2020-05-21,California,6,88488,3624,5
4356,2020-05-20,West Virginia,54,1567,69,5
4357,2020-05-20,Wisconsin,55,13574,481,5
4358,2020-05-20,Wyoming,56,787,11,5
4359,2020-05-21,Alabama,1,13414,529,5
4360,2020-05-21,Alaska,2,402,8,5
4361,2020-05-21,Arizona,4,15315,763,5
4362,2020-05-21,Arkansas,5,5458,110,5
4364,2020-05-21,Colorado,8,23161,1310,5
4321,2020-05-20,Kansas,20,8661,197,5
4365,2020-05-21,Connecticut,9,39208,3582,5
4366,2020-05-21,Delaware,10,8386,317,5
4367,2020-05-21,District of Columbia,11,7788,412,5
4368,2020-05-21,Florida,12,48667,2143,5
4369,2020-05-21,Georgia,13,38969,1749,5
4370,2020-05-21,Guam,66,1134,6,5
4371,2020-05-21,Hawaii,15,637,17,5
4355,2020-05-20,Washington,53,20110,1045,5
4090,2020-05-16,Connecticut,9,36703,3339,5
4354,2020-05-20,Virginia,51,32908,1074,5
4353,2020-05-20,Virgin Islands,78,69,6,5
4338,2020-05-20,North Carolina,37,20221,721,5
4339,2020-05-20,North Dakota,38,2095,49,5
4340,2020-05-20,Northern Mariana Islands,69,21,2,5
4341,2020-05-20,Ohio,39,29437,1781,5
4342,2020-05-20,Oklahoma,40,5532,299,5
4343,2020-05-20,Oregon,41,3801,144,5
4344,2020-05-20,Pennsylvania,42,68151,4794,5
4345,2020-05-20,Puerto Rico,72,2866,125,5
4346,2020-05-20,Rhode Island,44,13356,538,5
4347,2020-05-20,South Carolina,45,9175,407,5
4348,2020-05-20,South Dakota,46,4177,46,5
4349,2020-05-20,Tennessee,47,18534,309,5
4350,2020-05-20,Texas,48,52369,1443,5
4351,2020-05-20,Utah,49,7717,90,5
4352,2020-05-20,Vermont,50,944,54,5
4372,2020-05-21,Idaho,16,2534,77,5
4373,2020-05-21,Illinois,17,102995,4634,5
4374,2020-05-21,Indiana,18,30673,1913,5
4393,2020-05-21,North Carolina,37,20934,734,5
4336,2020-05-20,New Mexico,35,6338,283,5
4335,2020-05-20,New Jersey,34,150399,10747,5
4334,2020-05-20,New Hampshire,33,3868,190,5
4333,2020-05-20,Nevada,32,7301,378,5
4332,2020-05-20,Nebraska,31,11119,141,5
4331,2020-05-20,Montana,30,478,16,5
4330,2020-05-20,Missouri,29,11510,643,5
4329,2020-05-20,Mississippi,28,11967,570,5
4328,2020-05-20,Minnesota,27,17679,786,5
4327,2020-05-20,Michigan,26,52988,5060,5
4326,2020-05-20,Massachusetts,25,88970,6066,5
4325,2020-05-20,Maryland,24,42442,2123,5
4324,2020-05-20,Maine,23,1819,73,5
4323,2020-05-20,Louisiana,22,35439,2608,5
4322,2020-05-20,Kentucky,21,8336,381,5
4337,2020-05-20,New York,36,359235,28540,5
4392,2020-05-21,New York,36,361313,28663,5
4375,2020-05-21,Iowa,19,16170,414,5
4391,2020-05-21,New Mexico,35,6472,294,5
4376,2020-05-21,Kansas,20,8771,199,5
4377,2020-05-21,Kentucky,21,8475,393,5
